,Unnamed: 0,sensor_id,location,lat,lon,timestamp,pressure,temperature,humidity
5763,15823,3500,1764,42.703,23.349,2017-07-01T07:07:02,95019.23,31.48,41.0
5764,15828,3472,1750,42.669,23.318,2017-07-01T07:07:06,94310.61,31.17,43.77
5765,15829,2036,1023,42.657,23.349,2017-07-01T07:07:07,94454.61,31.53,41.8
5766,15830,2232,1122,42.685,23.301,2017-07-01T07:07:07,94629.36,36.28,33.44
5767,15831,3096,1558,42.7,23.36,2017-07-01T07:07:08,95104.62,32.93,34.4
5768,15834,2292,1154,42.663,23.273000000000003,2017-07-01T07:07:24,94302.38,31.11,39.79
5769,15838,3512,1770,42.683,23.335,2017-07-01T07:07:30,94937.3,46.49,18.31
5770,15840,3620,1824,42.678,23.254,2017-07-01T07:07:33,94404.24,40.84,30.14
5771,15842,3102,1561,42.665,23.392,2017-07-01T07:07:36,95008.02,40.2,22.87
5772,15843,2323,1172,42.68600000000001,23.4,2017-07-01T07:07:36,95087.45,33.66,37.37
5773,15845,1952,976,42.709,23.398000000000003,2017-07-01T07:07:40,95239.27,32.76,39.23
5774,15847,2230,1121,42.692,23.332,2017-07-01T07:07:43,95006.66,32.37,43.95
5775,15848,3836,1933,42.702,23.371,2017-07-01T07:07:43,95266.78,38.4,27.52
5776,15854,3092,1556,42.666,23.284,2017-07-01T07:07:50,94484.48,30.59,0.0
5777,15855,2294,1155,42.645,23.265,2017-07-01T07:07:53,92594.84,30.26,45.16
5778,15857,2228,1120,42.693000000000005,23.333,2017-07-01T07:07:54,94930.53,32.95,38.38
5779,15860,2264,1139,42.67100000000001,23.31,2017-07-01T07:07:57,94690.43,36.46,33.82
5780,15862,3428,1727,42.624,23.406,2017-07-01T07:08:01,94655.61,39.31,26.62
5781,15863,3438,1732,42.738,23.293000000000003,2017-07-01T07:08:08,95039.5,31.53,41.03
5782,15866,1954,977,42.70399999999999,23.354,2017-07-01T07:08:15,95021.17,34.09,33.94
5783,15868,1850,925,42.677,23.311,2017-07-01T07:08:18,94765.27,31.99,42.18
5784,15869,3558,1793,42.67100000000001,23.364,2017-07-01T07:08:18,94771.81,31.45,38.88
5785,15870,3474,1751,42.68,23.293000000000003,2017-07-01T07:08:19,94566.69,34.14,34.21
5786,15872,2607,1313,42.66,23.319000000000003,2017-07-01T07:08:30,94379.38,32.12,38.97
5787,15873,2266,1140,42.738,23.272,2017-07-01T07:08:30,95179.66,38.58,28.59
5788,15875,2216,1114,42.664,23.373,2017-07-01T07:08:34,94744.08,37.4,31.84
5789,15876,2262,1138,42.691,23.324,2017-07-01T07:08:34,94813.13,32.94,37.69
5790,15881,2040,1025,42.68600000000001,23.351,2017-07-01T07:08:39,94891.34,35.77,32.4
5791,15882,1846,923,42.64,23.31,2017-07-01T07:08:43,93599.53,30.52,45.08
5792,15885,3432,1729,42.71,23.419,2017-07-01T07:08:44,95277.58,35.2,34.89
5793,15887,2038,1024,42.694,23.32,2017-07-01T07:08:46,94974.76,31.62,40.5
5794,15890,2234,1123,42.685,23.356,2017-07-01T07:08:51,94878.67,31.48,40.43
5795,15905,3738,1884,42.7,23.332,2017-07-01T07:09:11,95175.34,32.13,38.92
5796,15914,3436,1731,42.693000000000005,23.359,2017-07-01T07:09:22,94899.41,32.15,39.43
5797,15916,1764,879,42.622,23.366,2017-07-01T07:09:24,93867.7,40.31,27.73
5798,15920,2224,1118,42.651,23.335,2017-07-01T07:09:28,94391.73,35.46,34.41
5799,15921,3500,1764,42.703,23.349,2017-07-01T07:09:29,95020.56,31.56,40.16
5800,15926,2232,1122,42.685,23.301,2017-07-01T07:09:33,94626.23,36.03,33.29
5801,15927,3472,1750,42.669,23.318,2017-07-01T07:09:40,94292.91,31.16,40.72
5802,15928,2036,1023,42.657,23.349,2017-07-01T07:09:40,94452.26,31.47,41.51
5803,15930,3096,1558,42.7,23.36,2017-07-01T07:09:44,95100.17,33.59,34.81
5804,15933,2292,1154,42.663,23.273000000000003,2017-07-01T07:09:51,94300.25,30.99,39.84
5805,15936,3512,1770,42.683,23.335,2017-07-01T07:09:56,94931.67,46.2,17.95
5806,15941,3102,1561,42.665,23.392,2017-07-01T07:10:03,95006.13,40.57,22.24
5807,15942,2323,1172,42.68600000000001,23.4,2017-07-01T07:10:03,95088.35,34.21,35.87
5808,15943,1952,976,42.709,23.398000000000003,2017-07-01T07:10:06,95239.38,32.81,39.38
5809,15945,2230,1121,42.692,23.332,2017-07-01T07:10:09,95000.06,32.44,42.77
5810,15947,3836,1933,42.702,23.371,2017-07-01T07:10:10,95267.98,38.04,27.95
5811,15950,3092,1556,42.666,23.284,2017-07-01T07:10:17,94477.16,30.77,0.0
5812,15953,2294,1155,42.645,23.265,2017-07-01T07:10:21,92597.59,30.26,41.9
5813,15954,2228,1120,42.693000000000005,23.333,2017-07-01T07:10:21,94926.29,32.93,39.64
5814,15957,3620,1824,42.678,23.254,2017-07-01T07:10:22,94398.73,39.33,31.33
5815,15958,2264,1139,42.67100000000001,23.31,2017-07-01T07:10:24,94685.64,36.77,33.82
5816,15960,3428,1727,42.624,23.406,2017-07-01T07:10:28,94645.72,39.57,25.71
5817,15961,3438,1732,42.738,23.293000000000003,2017-07-01T07:10:35,95034.81,31.57,39.81
5818,15963,1954,977,42.70399999999999,23.354,2017-07-01T07:10:42,95017.13,34.8,32.77
5819,15964,3558,1793,42.67100000000001,23.364,2017-07-01T07:10:44,94767.69,31.54,38.84
5820,15967,3474,1751,42.68,23.293000000000003,2017-07-01T07:10:45,94574.37,34.52,35.0
5821,15968,1850,925,42.677,23.311,2017-07-01T07:10:45,94760.54,32.18,41.52
5822,15970,2607,1313,42.66,23.319000000000003,2017-07-01T07:10:56,94374.53,32.29,39.93
5823,15971,2266,1140,42.738,23.272,2017-07-01T07:10:57,95177.16,37.81,29.92
5824,15973,2216,1114,42.664,23.373,2017-07-01T07:11:00,94743.22,37.08,32.25
5825,15974,2262,1138,42.691,23.324,2017-07-01T07:11:01,94810.3,33.16,37.38
5826,15979,2040,1025,42.68600000000001,23.351,2017-07-01T07:11:06,94886.47,35.78,32.64
5827,15980,1846,923,42.64,23.31,2017-07-01T07:11:09,93582.3,30.5,47.1
5828,15982,3432,1729,42.71,23.419,2017-07-01T07:11:11,95287.17,35.45,34.92
5829,15983,2038,1024,42.694,23.32,2017-07-01T07:11:12,94973.41,31.72,40.6
5830,15986,2234,1123,42.685,23.356,2017-07-01T07:11:17,94874.08,31.49,39.86
5831,15999,1962,981,42.69,23.324,2017-07-01T07:11:29,94874.87,33.39,37.8
5832,16005,3738,1884,42.7,23.332,2017-07-01T07:11:37,95169.98,32.24,38.12
5833,16016,3436,1731,42.693000000000005,23.359,2017-07-01T07:11:51,94902.84,32.44,38.95
5834,16017,1764,879,42.622,23.366,2017-07-01T07:11:52,93874.04,39.46,27.89
5835,16021,3500,1764,42.703,23.349,2017-07-01T07:11:55,95015.46,31.67,39.65
5836,16023,2224,1118,42.651,23.335,2017-07-01T07:11:56,94383.39,36.02,33.83
5837,16027,2232,1122,42.685,23.301,2017-07-01T07:12:01,94633.36,34.49,35.75
5838,16028,3472,1750,42.669,23.318,2017-07-01T07:12:03,94296.55,31.29,41.46
5839,16029,2036,1023,42.657,23.349,2017-07-01T07:12:03,94448.88,31.48,42.05
5840,16032,2292,1154,42.663,23.273000000000003,2017-07-01T07:12:18,94291.61,30.97,39.29
5841,16033,3096,1558,42.7,23.36,2017-07-01T07:12:18,95104.64,33.36,34.7
5842,16037,3512,1770,42.683,23.335,2017-07-01T07:12:23,94928.16,46.39,18.47
5843,16041,2323,1172,42.68600000000001,23.4,2017-07-01T07:12:29,95093.31,34.38,35.35
5844,16042,3102,1561,42.665,23.392,2017-07-01T07:12:30,95005.03,43.19,18.77
5845,16043,1952,976,42.709,23.398000000000003,2017-07-01T07:12:32,95243.77,33.01,39.69
5846,16045,2230,1121,42.692,23.332,2017-07-01T07:12:36,95003.19,32.49,43.67
5847,16046,3836,1933,42.702,23.371,2017-07-01T07:12:36,95265.45,38.55,25.59
5848,16050,3092,1556,42.666,23.284,2017-07-01T07:12:44,94471.3,30.53,0.0
5849,16053,2228,1120,42.693000000000005,23.333,2017-07-01T07:12:47,94927.17,32.99,38.66
5850,16057,2294,1155,42.645,23.265,2017-07-01T07:12:48,92592.17,30.14,44.2
5851,16058,2264,1139,42.67100000000001,23.31,2017-07-01T07:12:50,94684.05,36.78,33.2
5852,16060,3428,1727,42.624,23.406,2017-07-01T07:12:55,94650.11,39.47,26.59
5853,16061,3438,1732,42.738,23.293000000000003,2017-07-01T07:13:02,95034.08,31.81,40.87
5854,16063,1954,977,42.70399999999999,23.354,2017-07-01T07:13:08,95007.2,35.29,31.47
5855,16065,3620,1824,42.678,23.254,2017-07-01T07:13:11,94398.83,38.06,33.07
5856,16066,1850,925,42.677,23.311,2017-07-01T07:13:11,94754.57,32.01,41.36
5857,16067,3558,1793,42.67100000000001,23.364,2017-07-01T07:13:11,94769.16,31.69,38.6
5858,16068,3474,1751,42.68,23.293000000000003,2017-07-01T07:13:12,94572.08,34.96,34.17
5859,16071,2607,1313,42.66,23.319000000000003,2017-07-01T07:13:23,94369.49,31.99,39.31
5860,16072,2266,1140,42.738,23.272,2017-07-01T07:13:23,95171.48,37.3,31.07
5861,16074,2216,1114,42.664,23.373,2017-07-01T07:13:27,94742.73,38.05,31.04
5862,16075,2262,1138,42.691,23.324,2017-07-01T07:13:27,94804.99,33.25,36.68
5863,16079,2040,1025,42.68600000000001,23.351,2017-07-01T07:13:32,94880.44,36.07,32.32
5864,16081,1846,923,42.64,23.31,2017-07-01T07:13:36,93584.71,30.65,45.21
5865,16082,3432,1729,42.71,23.419,2017-07-01T07:13:37,95275.53,34.95,34.81
5866,16084,2038,1024,42.694,23.32,2017-07-01T07:13:39,94971.09,31.7,40.62
5867,16098,2234,1123,42.685,23.356,2017-07-01T07:13:50,94867.73,31.54,38.17
5868,16101,1962,981,42.69,23.324,2017-07-01T07:13:56,94866.98,33.57,36.86
5869,16107,3738,1884,42.7,23.332,2017-07-01T07:14:04,95167.74,32.27,37.98
5870,16116,1764,879,42.622,23.366,2017-07-01T07:14:18,93872.11,40.5,26.83
5871,16118,3436,1731,42.693000000000005,23.359,2017-07-01T07:14:19,94897.3,32.39,39.01
5872,16122,3500,1764,42.703,23.349,2017-07-01T07:14:22,95015.38,31.75,39.71
5873,16125,2224,1118,42.651,23.335,2017-07-01T07:14:24,94380.63,35.71,33.68
5874,16128,2232,1122,42.685,23.301,2017-07-01T07:14:28,94619.83,34.92,35.16
5875,16129,2036,1023,42.657,23.349,2017-07-01T07:14:31,94444.95,31.82,41.57
5876,16130,3472,1750,42.669,23.318,2017-07-01T07:14:32,94293.21,31.38,40.56
5877,16132,2292,1154,42.663,23.273000000000003,2017-07-01T07:14:44,94292.43,31.26,39.45
5878,16136,3096,1558,42.7,23.36,2017-07-01T07:14:47,95110.01,33.23,34.55
5879,16139,3512,1770,42.683,23.335,2017-07-01T07:14:50,94931.34,47.13,17.71
5880,16143,3102,1561,42.665,23.392,2017-07-01T07:14:56,95009.77,43.03,18.99
5881,16144,2323,1172,42.68600000000001,23.4,2017-07-01T07:14:56,95089.08,34.34,35.39
5882,16145,1952,976,42.709,23.398000000000003,2017-07-01T07:14:59,95242.81,33.18,38.82
5883,16146,2230,1121,42.692,23.332,2017-07-01T07:15:02,95000.06,32.55,43.47
5884,16148,3836,1933,42.702,23.371,2017-07-01T07:15:03,95269.73,39.7,24.26
5885,16152,3092,1556,42.666,23.284,2017-07-01T07:15:11,94477.8,30.76,0.0
5886,16154,2228,1120,42.693000000000005,23.333,2017-07-01T07:15:14,94919.05,32.57,39.36
5887,16158,2264,1139,42.67100000000001,23.31,2017-07-01T07:15:17,94681.42,36.89,32.91
5888,16159,2294,1155,42.645,23.265,2017-07-01T07:15:18,92588.54,30.39,44.95
5889,16161,3428,1727,42.624,23.406,2017-07-01T07:15:21,94642.99,39.46,25.68
5890,16162,3438,1732,42.738,23.293000000000003,2017-07-01T07:15:28,95028.16,31.68,40.6
5891,16164,1954,977,42.70399999999999,23.354,2017-07-01T07:15:35,95013.48,35.88,31.29
5892,16166,1850,925,42.677,23.311,2017-07-01T07:15:38,94754.88,32.03,41.64
5893,16167,3558,1793,42.67100000000001,23.364,2017-07-01T07:15:38,94760.74,31.85,38.02
5894,16168,3474,1751,42.68,23.293000000000003,2017-07-01T07:15:39,94564.91,34.87,32.34
5895,16171,2607,1313,42.66,23.319000000000003,2017-07-01T07:15:49,94365.78,31.96,40.54
5896,16172,2266,1140,42.738,23.272,2017-07-01T07:15:50,95176.26,37.71,30.95
5897,16174,2216,1114,42.664,23.373,2017-07-01T07:15:53,94723.77,43.42,25.0
5898,16175,2262,1138,42.691,23.324,2017-07-01T07:15:54,94805.65,33.4,36.94
5899,16179,2040,1025,42.68600000000001,23.351,2017-07-01T07:15:59,94883.23,36.26,31.67
5900,16181,3620,1824,42.678,23.254,2017-07-01T07:16:01,94394.95,36.28,35.36
5901,16182,1846,923,42.64,23.31,2017-07-01T07:16:03,93579.47,30.71,44.62
5902,16183,3432,1729,42.71,23.419,2017-07-01T07:16:04,95282.21,35.13,34.51
5903,16185,2038,1024,42.694,23.32,2017-07-01T07:16:05,94970.64,31.81,40.12
5904,16197,2234,1123,42.685,23.356,2017-07-01T07:16:16,94864.27,31.92,37.3
5905,16200,1962,981,42.69,23.324,2017-07-01T07:16:22,94857.39,33.6,37.31
5906,16207,3738,1884,42.7,23.332,2017-07-01T07:16:30,95166.95,32.35,38.76
5907,16216,1764,879,42.622,23.366,2017-07-01T07:16:45,93862.6,41.41,25.57
5908,16222,3436,1731,42.693000000000005,23.359,2017-07-01T07:16:48,94899.44,32.33,38.99
5909,16223,3500,1764,42.703,23.349,2017-07-01T07:16:48,95008.34,31.84,39.2
5910,16228,2224,1118,42.651,23.335,2017-07-01T07:16:52,94373.87,35.68,33.48
5911,16229,2232,1122,42.685,23.301,2017-07-01T07:16:54,94619.52,35.83,34.05
5912,16230,2036,1023,42.657,23.349,2017-07-01T07:16:59,94441.63,31.86,42.3
5913,16231,3472,1750,42.669,23.318,2017-07-01T07:17:01,94290.5,31.58,41.66
5914,16233,2292,1154,42.663,23.273000000000003,2017-07-01T07:17:11,94289.84,31.35,40.0
5915,16238,3512,1770,42.683,23.335,2017-07-01T07:17:17,94920.86,46.99,17.47
5916,16242,2323,1172,42.68600000000001,23.4,2017-07-01T07:17:22,95087.38,34.96,34.24
5917,16243,3102,1561,42.665,23.392,2017-07-01T07:17:23,95003.47,42.67,19.32
5918,16244,3096,1558,42.7,23.36,2017-07-01T07:17:24,95099.22,33.4,34.95
5919,16245,1952,976,42.709,23.398000000000003,2017-07-01T07:17:25,95235.52,33.08,37.75
5920,16247,2230,1121,42.692,23.332,2017-07-01T07:17:29,94994.4,32.64,43.49
5921,16248,3836,1933,42.702,23.371,2017-07-01T07:17:29,95263.89,39.52,24.59
5922,16252,3092,1556,42.666,23.284,2017-07-01T07:17:37,94469.88,30.87,0.0
5923,16255,2228,1120,42.693000000000005,23.333,2017-07-01T07:17:41,94922.03,32.68,39.07
5924,16257,2264,1139,42.67100000000001,23.31,2017-07-01T07:17:53,94670.95,37.0,32.32
5925,16258,2294,1155,42.645,23.265,2017-07-01T07:17:57,92583.09,30.65,43.57
5926,16260,3428,1727,42.624,23.406,2017-07-01T07:17:57,94640.55,39.6,26.05
5927,16262,3438,1732,42.738,23.293000000000003,2017-07-01T07:17:59,95033.05,31.87,40.11
5928,16264,1954,977,42.70399999999999,23.354,2017-07-01T07:18:01,95012.03,35.42,31.83
5929,16265,1850,925,42.677,23.311,2017-07-01T07:18:04,94751.83,32.15,41.5
5930,16266,3558,1793,42.67100000000001,23.364,2017-07-01T07:18:04,94755.89,32.05,37.56
5931,16268,3474,1751,42.68,23.293000000000003,2017-07-01T07:18:05,94564.75,34.91,32.24
5932,16271,2607,1313,42.66,23.319000000000003,2017-07-01T07:18:16,94366.85,32.05,39.79
5933,16272,2266,1140,42.738,23.272,2017-07-01T07:18:16,95171.57,37.5,30.66
5934,16274,2216,1114,42.664,23.373,2017-07-01T07:18:20,94738.2,39.12,29.18
5935,16275,2262,1138,42.691,23.324,2017-07-01T07:18:20,94799.88,33.58,36.55
5936,16279,2040,1025,42.68600000000001,23.351,2017-07-01T07:18:25,94876.14,34.69,33.98
5937,16281,1846,923,42.64,23.31,2017-07-01T07:18:30,93590.21,30.92,45.02
5938,16282,3432,1729,42.71,23.419,2017-07-01T07:18:31,95276.59,35.0,34.04
5939,16284,2038,1024,42.694,23.32,2017-07-01T07:18:32,94964.01,31.98,40.16
5940,16294,2234,1123,42.685,23.356,2017-07-01T07:18:42,94864.02,32.36,37.18
5941,16301,1962,981,42.69,23.324,2017-07-01T07:18:49,94865.63,33.59,37.32
5942,16302,3620,1824,42.678,23.254,2017-07-01T07:18:51,94381.63,38.01,33.23
5943,16308,3738,1884,42.7,23.332,2017-07-01T07:18:57,95164.66,32.47,38.11
5944,16316,1764,879,42.622,23.366,2017-07-01T07:19:11,93870.89,41.34,27.11
5945,16321,3500,1764,42.703,23.349,2017-07-01T07:19:15,95009.13,31.95,39.07
5946,16325,3436,1731,42.693000000000005,23.359,2017-07-01T07:19:18,94887.59,32.3,39.42
5947,16328,2224,1118,42.651,23.335,2017-07-01T07:19:21,94375.27,35.36,34.0
5948,16329,2232,1122,42.685,23.301,2017-07-01T07:19:21,94616.41,36.33,32.83
5949,16330,2036,1023,42.657,23.349,2017-07-01T07:19:26,94439.43,32.02,40.77
5950,16331,3472,1750,42.669,23.318,2017-07-01T07:19:30,94289.82,31.73,40.97
5951,16334,2292,1154,42.663,23.273000000000003,2017-07-01T07:19:38,94278.77,31.33,39.76
5952,16336,3512,1770,42.683,23.335,2017-07-01T07:19:43,94928.56,47.36,17.08
5953,16343,2323,1172,42.68600000000001,23.4,2017-07-01T07:19:49,95084.23,35.17,34.3
5954,16344,3102,1561,42.665,23.392,2017-07-01T07:19:50,94995.34,41.53,20.05
5955,16345,1952,976,42.709,23.398000000000003,2017-07-01T07:19:51,95234.64,33.04,37.83
5956,16346,2230,1121,42.692,23.332,2017-07-01T07:19:55,94996.2,32.67,43.2
5957,16348,3836,1933,42.702,23.371,2017-07-01T07:19:56,95255.08,39.17,25.46
5958,16351,3096,1558,42.7,23.36,2017-07-01T07:19:58,95094.88,33.71,33.93
5959,16353,3092,1556,42.666,23.284,2017-07-01T07:20:05,94469.98,30.91,0.0
5960,16354,2228,1120,42.693000000000005,23.333,2017-07-01T07:20:07,94918.13,32.78,38.8
5961,16359,2264,1139,42.67100000000001,23.31,2017-07-01T07:20:10,94661.72,37.29,32.45
5962,16360,3428,1727,42.624,23.406,2017-07-01T07:20:14,94634.56,39.18,26.76
5963,16362,2294,1155,42.645,23.265,2017-07-01T07:20:16,92586.2,30.65,42.45
5964,16363,3438,1732,42.738,23.293000000000003,2017-07-01T07:20:23,95027.47,31.93,40.24
5965,16365,1954,977,42.70399999999999,23.354,2017-07-01T07:20:28,95009.64,35.1,32.55
5966,16367,1850,925,42.677,23.311,2017-07-01T07:20:31,94744.67,32.4,40.97
5967,16368,3558,1793,42.67100000000001,23.364,2017-07-01T07:20:31,94762.91,32.1,37.69
5968,16369,3474,1751,42.68,23.293000000000003,2017-07-01T07:20:32,94567.09,34.82,35.75
5969,16371,2607,1313,42.66,23.319000000000003,2017-07-01T07:20:43,94357.28,32.03,39.31
5970,16372,2266,1140,42.738,23.272,2017-07-01T07:20:43,95168.18,37.33,30.84
5971,16375,2216,1114,42.664,23.373,2017-07-01T07:20:47,94730.34,39.52,29.37
5972,16376,2262,1138,42.691,23.324,2017-07-01T07:20:47,94795.13,33.66,36.76
5973,16380,2040,1025,42.68600000000001,23.351,2017-07-01T07:20:52,94868.11,36.07,31.92
5974,16382,1846,923,42.64,23.31,2017-07-01T07:20:56,93573.09,31.0,45.89
5975,16383,3432,1729,42.71,23.419,2017-07-01T07:20:57,95270.42,35.26,34.54
5976,16385,2038,1024,42.694,23.32,2017-07-01T07:20:58,94955.82,32.15,39.81
5977,16394,2234,1123,42.685,23.356,2017-07-01T07:21:07,94862.52,32.63,37.23
5978,16400,1962,981,42.69,23.324,2017-07-01T07:21:15,94856.66,33.64,37.42
5979,16405,3738,1884,42.7,23.332,2017-07-01T07:21:23,95152.35,32.51,37.27
5980,16414,1764,879,42.622,23.366,2017-07-01T07:21:38,93870.49,42.15,26.61
5981,16417,3620,1824,42.678,23.254,2017-07-01T07:21:40,94381.04,37.57,34.72
5982,16419,3500,1764,42.703,23.349,2017-07-01T07:21:41,95009.81,32.05,39.4
5983,16427,2232,1122,42.685,23.301,2017-07-01T07:21:47,94613.2,36.6,32.45
5984,16428,3436,1731,42.693000000000005,23.359,2017-07-01T07:21:47,94880.56,32.15,39.07
5985,16429,2224,1118,42.651,23.335,2017-07-01T07:21:49,94378.59,35.86,33.74
5986,16430,2036,1023,42.657,23.349,2017-07-01T07:21:53,94436.98,31.98,40.62
5987,16431,3472,1750,42.669,23.318,2017-07-01T07:21:58,94291.52,31.95,41.19
5988,16433,2292,1154,42.663,23.273000000000003,2017-07-01T07:22:04,94285.09,31.43,39.26
5989,16438,3512,1770,42.683,23.335,2017-07-01T07:22:10,94918.64,47.46,17.02
5990,16441,2323,1172,42.68600000000001,23.4,2017-07-01T07:22:15,95085.38,34.74,34.65
5991,16443,3102,1561,42.665,23.392,2017-07-01T07:22:16,94989.2,40.85,20.87
5992,16444,1952,976,42.709,23.398000000000003,2017-07-01T07:22:17,95234.19,33.0,38.46
5993,16446,2230,1121,42.692,23.332,2017-07-01T07:22:22,94982.83,32.71,43.21
5994,16447,3836,1933,42.702,23.371,2017-07-01T07:22:22,95250.49,38.72,26.03
5995,16450,3096,1558,42.7,23.36,2017-07-01T07:22:26,95088.67,34.07,33.4
5996,16452,3092,1556,42.666,23.284,2017-07-01T07:22:32,94453.55,31.07,0.0
5997,16454,2228,1120,42.693000000000005,23.333,2017-07-01T07:22:34,94906.53,32.93,38.3
5998,16458,2264,1139,42.67100000000001,23.31,2017-07-01T07:22:36,94665.42,37.66,31.9
5999,16459,3428,1727,42.624,23.406,2017-07-01T07:22:41,94634.82,39.39,27.21
6000,16462,2294,1155,42.645,23.265,2017-07-01T07:22:44,92576.69,30.74,42.32
6001,16463,3438,1732,42.738,23.293000000000003,2017-07-01T07:22:50,95030.75,31.97,39.67
6002,16465,1954,977,42.70399999999999,23.354,2017-07-01T07:22:54,94998.45,35.52,32.37
6003,16467,3474,1751,42.68,23.293000000000003,2017-07-01T07:22:58,94554.13,34.88,31.31
6004,16468,1850,925,42.677,23.311,2017-07-01T07:22:58,94748.52,32.47,40.88
6005,16469,3558,1793,42.67100000000001,23.364,2017-07-01T07:22:58,94751.78,32.27,38.01
6006,16471,2607,1313,42.66,23.319000000000003,2017-07-01T07:23:09,94359.76,32.27,37.79
6007,16472,2266,1140,42.738,23.272,2017-07-01T07:23:10,95173.16,38.0,29.92
6008,16473,2216,1114,42.664,23.373,2017-07-01T07:23:13,94736.27,38.47,28.74
6009,16474,2262,1138,42.691,23.324,2017-07-01T07:23:13,94792.5,33.78,36.55
6010,16480,2040,1025,42.68600000000001,23.351,2017-07-01T07:23:18,94875.19,36.56,31.39
6011,16482,1846,923,42.64,23.31,2017-07-01T07:23:23,93570.82,31.03,48.64
6012,16483,3432,1729,42.71,23.419,2017-07-01T07:23:24,95265.91,35.76,34.32
6013,16485,2038,1024,42.694,23.32,2017-07-01T07:23:25,94956.96,32.2,39.76
6014,16498,2234,1123,42.685,23.356,2017-07-01T07:23:40,94859.11,32.78,35.53
6015,16500,1962,981,42.69,23.324,2017-07-01T07:23:42,94849.83,33.72,37.52
6016,16505,3738,1884,42.7,23.332,2017-07-01T07:23:49,95157.66,32.46,37.27
6017,16516,1764,879,42.622,23.366,2017-07-01T07:24:05,93857.91,42.68,24.86
6018,16520,3500,1764,42.703,23.349,2017-07-01T07:24:08,95002.0,32.13,38.88
6019,16527,2232,1122,42.685,23.301,2017-07-01T07:24:14,94612.59,36.21,32.41
6020,16528,3436,1731,42.693000000000005,23.359,2017-07-01T07:24:15,94885.27,32.48,37.82
6021,16529,2224,1118,42.651,23.335,2017-07-01T07:24:17,94372.84,36.16,32.85
6022,16530,2036,1023,42.657,23.349,2017-07-01T07:24:21,94434.28,32.5,40.75
6023,16531,3472,1750,42.669,23.318,2017-07-01T07:24:27,94291.87,32.08,39.21
6024,16533,3620,1824,42.678,23.254,2017-07-01T07:24:30,94385.22,36.3,36.53
6025,16535,2292,1154,42.663,23.273000000000003,2017-07-01T07:24:31,94276.56,31.71,39.81
6026,16538,3512,1770,42.683,23.335,2017-07-01T07:24:36,94909.14,47.09,17.37
6027,16542,2323,1172,42.68600000000001,23.4,2017-07-01T07:24:42,95085.48,34.72,35.02
6028,16543,1952,976,42.709,23.398000000000003,2017-07-01T07:24:42,95230.06,33.05,38.54
6029,16544,3102,1561,42.665,23.392,2017-07-01T07:24:43,94988.59,40.49,22.61
6030,16547,2230,1121,42.692,23.332,2017-07-01T07:24:48,94988.55,32.82,42.35
6031,16549,3836,1933,42.702,23.371,2017-07-01T07:24:49,95256.67,40.02,24.16
6032,16553,3092,1556,42.666,23.284,2017-07-01T07:24:58,94462.11,31.04,0.0
6033,16554,2228,1120,42.693000000000005,23.333,2017-07-01T07:25:00,94908.3,33.05,38.24
6034,16559,2264,1139,42.67100000000001,23.31,2017-07-01T07:25:03,94666.32,37.99,31.82
6035,16560,3428,1727,42.624,23.406,2017-07-01T07:25:07,94633.11,39.36,27.22
6036,16562,3096,1558,42.7,23.36,2017-07-01T07:25:10,95085.02,34.21,32.71
6037,16563,2294,1155,42.645,23.265,2017-07-01T07:25:11,92581.42,30.88,42.04
6038,16564,3438,1732,42.738,23.293000000000003,2017-07-01T07:25:16,95023.27,31.93,40.31
6039,16566,1954,977,42.70399999999999,23.354,2017-07-01T07:25:21,94998.25,36.16,31.0
6040,16568,1850,925,42.677,23.311,2017-07-01T07:25:24,94748.36,32.41,40.05
6041,16569,3558,1793,42.67100000000001,23.364,2017-07-01T07:25:24,94749.16,32.38,36.9
6042,16570,3474,1751,42.68,23.293000000000003,2017-07-01T07:25:25,94554.44,35.1,33.68
6043,16572,2607,1313,42.66,23.319000000000003,2017-07-01T07:25:36,94356.69,32.48,39.16
6044,16573,2266,1140,42.738,23.272,2017-07-01T07:25:36,95172.38,38.26,29.41
6045,16575,2216,1114,42.664,23.373,2017-07-01T07:25:40,94729.64,37.06,30.4
6046,16576,2262,1138,42.691,23.324,2017-07-01T07:25:40,94800.2,34.27,36.14
6047,16581,2040,1025,42.68600000000001,23.351,2017-07-01T07:25:45,94870.5,36.42,31.39
6048,16582,1846,923,42.64,23.31,2017-07-01T07:25:49,93571.02,31.2,45.53
6049,16584,2038,1024,42.694,23.32,2017-07-01T07:25:51,94961.09,32.11,39.39
6050,16585,3432,1729,42.71,23.419,2017-07-01T07:25:51,95268.73,35.8,33.71
6051,16599,2234,1123,42.685,23.356,2017-07-01T07:26:06,94857.66,33.01,36.39
6052,16601,1962,981,42.69,23.324,2017-07-01T07:26:09,94863.17,33.72,37.5
6053,16606,3738,1884,42.7,23.332,2017-07-01T07:26:16,95149.91,32.59,37.83
6054,16616,1764,879,42.622,23.366,2017-07-01T07:26:31,93858.06,43.34,24.3
6055,16620,3500,1764,42.703,23.349,2017-07-01T07:26:35,95002.66,32.22,39.08
6056,16627,2232,1122,42.685,23.301,2017-07-01T07:26:41,94610.52,35.47,33.31
6057,16628,3436,1731,42.693000000000005,23.359,2017-07-01T07:26:44,94879.89,32.68,38.01
6058,16630,2224,1118,42.651,23.335,2017-07-01T07:26:45,94358.77,36.62,32.53
